"imageWrapperWrapper src","price","nameTextWithEllipsis","subText","productV2discountedPrice"
"https://chaldn.com/_mpimage/rahul-semolina-suji-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185277&q=best&v=1&m=400&webp=1","23","Rahul Semolina (Suji)","200 gm",""
"https://chaldn.com/_mpimage/rahul-pasta-vermicelli-roasted-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185292&q=best&v=1&m=400&webp=1","50","Rahul Pasta Vermicelli (Roasted)","200 gm","45"
"https://chaldn.com/_mpimage/farina-chutki-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185291&q=best&v=1&m=400&webp=1","40","Farina Chutki Shemai","200 gm","35"
"https://chaldn.com/_mpimage/farina-laccha-shemai-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185343&q=best&v=1&m=400&webp=1","140","Farina Laccha Shemai","500 gm",""
"https://chaldn.com/_mpimage/farina-classic-laccha-shemai-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185341&q=best&v=1&m=400&webp=1","55","Farina Classic Laccha Shemai","180 gm",""
"https://chaldn.com/_mpimage/rahul-vermicelli-chikon-shemai-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185263&q=best&v=1&m=400&webp=1","90","Rahul Vermicelli Chikon Shemai","500 gm","80"
"https://chaldn.com/_mpimage/rahul-vermicelli-chikon-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185262&q=best&v=1&m=400&webp=1","40","Rahul Vermicelli Chikon Shemai","200 gm","35"
"https://chaldn.com/_mpimage/rahul-vermicelli-u-shape-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185264&q=best&v=1&m=400&webp=1","45","Rahul Vermicelli U Shape Shemai","200 gm","40"
"https://chaldn.com/_mpimage/rahul-semolina-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185278&q=best&v=1&m=400&webp=1","50","Rahul Semolina (Suji)","500 gm",""
"https://chaldn.com/_mpimage/farina-laccha-semai-box-400-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185300&q=best&v=1&m=400&webp=1","200","Farina Laccha Semai Box","400 gm",""
"https://chaldn.com/_mpimage/rahul-rosted-semolina-vaja-suji-400-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185279&q=best&v=1&m=400&webp=1","72","Rahul Rosted Semolina (Vaja Suji)","400 gm",""
"https://chaldn.com/_mpimage/rahul-vermicelli-i-shape-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185265&q=best&v=1&m=400&webp=1","40","Rahul Vermicelli I Shape Shemai","200 gm","35"
"https://chaldn.com/_mpimage/thai-choice-rice-noodles-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D136126&q=best&v=1&m=400&m=400&webp=1","350","Thai Choice Rice Noodles","200 gm",""
